title California sea lion												
M11a												
Hg6.10												
Lw10												
Hg6.3												
PvCE												
Orr7												
Pv11												
Orr1												
Hg4.2												
Orr8												
Orr24												
Pop												
1	,	3852	7072	2630	3941	3234	4547	7678	5757	5858	8989	8088
2	,	5252	6066	2626	3941	3236	4547	7880	5761	5668	9191	8486
3	,	5052	6670	2630	3341	3236	4347	7676	5761	5668	8993	8488
4	,	3842	7070	2638	3941	3236	4351	7682	5961	6268	8995	8892
5	,	4850	7070	2842	2939	3232	4749	7678	5759	5662	8989	8894
6	,	3852	7070	2840	4143	3434	5151	7684	5757	5668	7991	8084
7	,	3838	7070	2836	2941	5252	4343	7880	5759	5656	8995	8894
8	,	5050	6670	2428	3941	3234	4347	7676	5157	6868	8991	8894
9	,	4450	7076	3640	2943	3454	4347	7678	5759	5668	9191	8888
10	,	5052	7072	2828	3539	3054	4545	7676	5159	6868	8991	8086
11	,	5052	6670	2832	2929	3034	4345	7878	5151	5668	7989	7880
12	,	5252	7070	2830	4343	5464	4345	7682	5757	5858	8993	8088
13	,	3840	7080	2828	2943	3656	4343	7682	4955	5668	8991	8490
14	,	4252	7072	2840	4141	3234	4747	7678	5157	5668	8991	8892
15	,	5052	6676	2828	2929	3236	4751	7678	5757	5656	7989	8088
16	,	4450	6680	2832	2941	3236	4747	7878	4951	5656	8991	8888
17	,	3838	6680	2832	3941	3056	4347	7676	5361	6668	7991	8888
18	,	3852	6670	3640	3941	3664	4351	7882	5759	5668	8989	8688
19	,	5052	7072	3040	2943	3036	4547	7678	4959	5656	9191	8490
20	,	5252	7076	2830	3943	5278	4545	7682	5759	5868	9191	8890
21	,	5252	7272	3642	4145	5252	4551	7678	5757	5668	8989	8090
22	,	4444	7272	3640	2935	3236	4751	7882	5759	5658	8991	8488
23	,	4252	7280	4042	4343	3236	4547	8082	5757	5668	8989	8688
24	,	4852	6680	2828	4143	3236	4351	8080	5759	5866	8995	8690
25	,	3844	7680	2830	4143	3436	4345	7680	5759	5868	9191	8088
26	,	3838	6666	2832	2945	3636	4353	7682	5157	5668	8989	8088
27	,	3850	7280	2840	2941	3436	4347	8282	5159	5868	8995	8688
28	,	5052	7280	2640	4141	3636	4345	7678	5161	5656	9195	8888
29	,	4244	6680	2840	2929	3648	4751	7878	5157	6268	8989	8694
30	,	3850	8080	3636	2929	3252	4349	7678	5159	5656	8989	8690
31	,	4252	7880	2828	4143	3252	4949	7676	0000	6868	8991	0000
32	,	4452	6876	2828	4143	3236	4347	7678	5759	6868	8993	8890
33	,	4452	6672	2832	3939	3636	4351	7682	0000	5658	0000	0000
34	,	3838	6672	2832	4143	3436	4551	7682	5361	6868	9195	8088
35	,	5052	7080	2840	2943	3452	4351	7676	5157	5868	8991	8688
36	,	3850	6670	2628	2943	3636	4351	7676	0000	6868	8991	8088
37	,	4850	6670	2842	2939	3052	3947	7682	5561	5668	9191	8086
38	,	5052	7072	2428	2941	3276	4347	7682	4957	6868	8989	8084
39	,	5052	7272	3238	2929	3652	4551	7680	5759	5668	9195	8888
40	,	5052	7272	3238	2929	3652	4551	7680	5759	5858	9195	8888
41	,	3854	7072	3840	2943	3652	4345	7882	5757	5668	9395	8688
42	,	5052	7080	2828	3539	3652	5151	8282	5157	5656	9195	7486
43	,	5252	7080	3040	3537	4052	4347	7878	5959	6868	8991	8486
44	,	5050	6670	2830	3945	3232	4751	7676	5159	6668	8993	8080
45	,	5252	6680	2628	2939	3654	5151	7682	5161	5668	9191	8894
46	,	4450	6670	2828	2939	3252	4351	7678	5157	5668	9595	8484
47	,	3844	7072	2830	3939	3652	4343	7682	5759	5668	8991	8488
48	,	4450	6672	2828	3341	3232	5151	7676	4959	6868	8991	0000
49	,	3852	7280	2828	2939	3840	4751	8282	5157	5866	7997	8090
50	,	4052	7072	2428	2941	3636	4347	7676	5159	4468	9191	8690
51	,	4052	6872	3640	2937	3232	4343	7676	4957	5668	8995	7086
52	,	5052	7080	2428	2941	3434	4347	7678	4757	5656	9195	8890
53	,	3842	7280	3640	2939	3662	4951	7678	5157	5868	7989	8894
54	,	5052	7080	2630	2939	3236	4547	7676	5157	6868	9191	0000
55	,	4452	0000	2630	2939	3436	4343	7878	5159	6868	7989	8488
56	,	3850	6680	2628	2941	3434	4551	8282	5155	5868	0000	0000
57	,	3844	7272	2428	3737	3236	4545	7878	5359	5656	8991	8488
58	,	3852	6880	2840	2941	3452	4351	7678	5357	5668	8989	8692
59	,	4044	7070	2630	2941	5264	4751	7680	5161	5668	8991	7284
60	,	3852	7076	2836	2937	3236	4551	7680	5157	5858	7979	8888
61	,	4852	7280	2840	3939	3652	4347	7678	5157	5668	7991	8888
62	,	4250	6870	2636	3941	3232	4551	7682	5159	5668	8989	8690
63	,	4050	6670	2428	2943	3252	4349	7680	5159	6868	8993	9090
64	,	5252	7080	2636	2937	3636	4547	7880	5761	6868	8989	8488
65	,	3852	6870	2830	3939	3236	4351	7678	0000	5868	8989	0000
66	,	4042	7272	2828	2941	3852	4349	7882	5759	5668	9191	8888
67	,	4050	7080	2828	4141	3454	4343	7678	4957	5668	8995	0000
68	,	4250	7070	2828	3941	3652	4951	7680	4759	6868	8991	8692
69	,	4250	7070	2842	3939	3252	4345	8080	5157	5868	9595	8894
70	,	4450	7076	2628	3939	3238	4751	7878	5157	5668	8991	0000
71	,	5052	6680	2836	3739	3636	4751	7676	5761	5858	8991	8088
72	,	4250	7280	2840	3941	3054	4347	7682	5557	6868	9195	0000
73	,	4852	6680	2836	2933	3056	4347	7878	5757	5668	7989	8486
74	,	5052	7280	2836	2937	3236	4345	7676	5757	5658	9393	9094
75	,	4850	6670	2640	2929	3032	4751	7680	5757	5668	8991	8890
76	,	5052	7272	2836	3939	3636	4751	7678	5157	6268	8989	8888
77	,	3850	0000	2628	3739	3252	4347	7676	5759	5656	9191	8086
78	,	4250	6666	2828	2939	3236	4349	7676	5759	5668	9195	8088
79	,	4450	7272	2636	2939	5252	4751	7878	5159	5658	8991	8888
80	,	3852	6680	2640	4141	3652	4347	7682	4757	5668	8991	0000
81	,	5252	6672	2828	4141	3252	4547	7680	5157	6668	9395	8694
82	,	4852	6670	2628	2929	3256	4347	7878	5157	6868	9193	8890
