title bearded seal																				
WS7																				
LS8																				
LS20																				
CS18																				
4.2																				
6.1																				
6.3																				
8.9																				
8.1																				
PV10																				
Pop																				
1	,	6161	6999	5353	8082	5056	5254	7379	4246	6161	2828									
2	,	5961	6969	5357	8080	5052	6464	7381	3642	5961	2828									
3	,	5959	6165	5353	8082	5458	5050	7375	4444	5961	2828									
4	,	5561	6167	5359	8282	4058	5454	7375	4040	5961	2828									
5	,	5959	6163	5563	8080	5456	5254	7373	3242	5959	2828									
6	,	5959	6769	5355	8082	5862	5458	7579	3636	5961	2828									
7	,	5959	6767	5561	8282	4062	5054	7579	3642	5961	2828									
8	,	5961	6567	5355	8082	5050	5054	7579	3636	5961	2830									
9	,	5961	7395	5353	8080	5458	5454	7373	4042	5961	2828									
10	,	5961	6367	5559	8080	5456	5054	7979	3646	5959	2828									
11	,	5559	6171	5357	8080	5056	5454	7579	3640	5961	2228									
12	,	5561	6971	5761	8282	5050	5066	7575	4044	6161	2828									
13	,	5559	6569	5353	8082	4048	5054	7575	4042	6161	2828									
14	,	5959	5567	5153	8282	5258	5460	7579	4042	5961	2828									
15	,	5959	6795	5361	8082	4860	5054	7375	4040	5959	2830									
16	,	5959	6969	5355	8082	5454	5060	7575	4248	5961	2830									
17	,	5559	6367	5157	8080	5252	5054	7579	4040	5961	2828									
18	,	5959	6969	5357	8080	5052	5262	7575	4040	5961	2828									
19	,	5559	6769	5353	8080	5252	5464	7577	3642	6161	2428									
20	,	5959	6773	5359	8080	5458	5464	7575	4042	5959	2828									
21	,	5563	6767	5357	8080	5052	5254	7575	3640	5961	2828									
22	,	5963	6769	5761	8082	5052	5054	7375	3636	5961	2828									
23	,	5559	6167	5353	8082	5254	5256	7375	3642	5961	2828									
24	,	5959	6973	5559	8082	5052	5060	7373	4244	5961	2828									
25	,	5961	5171	5759	8080	4656	5454	7375	4046	5961	2828									
26	,	5759	6171	5353	8082	5052	5050	7375	4444	5961	2828									
27	,	5959	6171	5353	8080	5252	5056	7375	4244	6161	2830									
28	,	5761	6969	5357	8086	5054	5050	7779	4244	6161	3030									
29	,	5961	6169	5759	8082	5052	5054	7373	4242	5961	2828									
30	,	5959	6971	5357	8286	5052	5052	7373	4242	6161	2830									
31	,	5759	6969	5797	8082	5052	5456	7373	4044	6161	3030									
