title Atlantic Walrus Andersen WGR population										
hg61										
or16										
or23										
or24										
Hgdii										
or11										
orr7										
sgpv										
hg42										
Pop										
64	,	4646	5462	5256	8282	5151	5256	6266	6771	5151
65	,	4446	5462	5050	8284	5151	5252	6262	6769	5151
66	,	4446	4648	4044	7482	5151	5456	6264	7171	5151
67	,	4648	4848	4850	8282	5151	5456	6466	6971	5157
68	,	4646	4862	4242	8282	5155	5252	6068	6971	5157
69	,	4646	4862	4242	8282	5155	5252	6068	6971	5157
70	,	4646	4862	4242	8282	5155	5252	6068	6971	5157
71	,	4646	4866	4242	7482	5155	5254	4858	7171	5151
72	,	4646	4862	4242	8288	5151	5254	6062	7171	5163
73	,	4646	4862	4250	8288	5151	5254	6062	7171	5163
74	,	4648	4848	4850	8282	5151	5256	6466	6971	5157
75	,	4646	4862	3448	8288	5155	4654	5862	6969	5151
76	,	4648	4862	4052	7682	5151	5052	0000	7171	5163
77	,	4646	6062	5054	8282	5163	5256	0000	6771	4951
78	,	4646	6264	3442	7682	5163	5456	6066	6971	5163
79	,	4646	4860	4248	7282	5151	5256	5460	6969	5157
80	,	4446	4862	4648	8282	5151	5456	6868	7171	5151
81	,	4446	4864	3438	8282	5151	5656	5462	6971	5151
82	,	4648	4864	4242	8284	5153	5256	5466	6969	4961
83	,	4648	6264	4242	7282	5155	5454	5454	6767	5163
84	,	4646	4848	3446	7276	4751	5456	5664	6771	4951
85	,	4646	4862	3442	7276	4755	5458	5662	6767	4151
86	,	4646	4864	3434	8282	5151	5252	5460	6969	5163
87	,	4648	6060	3642	7682	5153	5258	6064	6973	5151
88	,	4646	6062	3654	8282	5151	5254	5862	7171	4551
89	,	4646	4848	4248	7682	5151	5254	6262	6971	5763
90	,	4646	4860	5052	8284	5153	5254	5468	6769	5157
91	,	4648	4862	4848	7282	5353	4848	5462	7173	5157
92	,	4646	4864	4446	0000	5151	5256	6262	6969	5163
93	,	4848	6062	4246	8284	5151	5252	0000	6969	5163
94	,	4646	4864	4646	7684	5151	4856	5058	6973	5157
95	,	4648	5064	3648	7276	5151	5252	5464	6971	5165
96	,	4446	4862	3436	8284	5151	4852	4858	6971	5151
97	,	4646	6464	3654	8282	5155	3852	5662	6971	5163
98	,	4646	4856	4848	7682	5155	3854	6268	6969	5157
99	,	4646	4858	4848	8284	5151	5858	5862	6767	5151
100	,	4646	4848	3448	8284	5151	5256	6266	6771	4351
101	,	4648	4862	4248	7684	6363	5256	6062	6771	5151
102	,	4646	4860	4852	8484	5151	5252	0000	7171	4563
103	,	4648	4860	3636	8282	5151	5252	5458	6969	5157
104	,	4646	4864	4244	7276	5151	4854	5462	6769	5151
105	,	4648	4864	4246	7684	5151	5256	5460	6769	5163
106	,	4646	4864	3446	8284	5155	5252	5456	7175	5157
107	,	4648	4464	4248	7284	5151	5252	4854	6971	4951
108	,	4648	4860	5052	8284	5153	5254	5468	0000	5151
109	,	4646	4864	4246	8282	5151	5254	5070	6971	5163
110	,	4648	4864	3642	7682	5155	5256	5468	6973	5157
111	,	4646	6466	3642	8282	5155	5458	4862	7175	4951
112	,	4450	6466	4648	8282	5151	5656	5458	6969	4351
113	,	4648	4662	3434	7682	5151	3852	6062	0000	5157
114	,	4646	6266	4252	8282	5155	5454	0000	7171	5157
115	,	4446	4864	3446	7684	5151	5256	5466	6769	5157
116	,	4648	4864	3642	8282	5151	5052	6268	6975	4557
117	,	4448	4864	4246	8282	5151	5052	5462	7175	4557
118	,	4648	4864	4246	7676	5163	5658	5466	7171	5163
119	,	4446	6068	4648	8284	5155	5456	6068	6971	5151
120	,	4648	6062	3646	7682	5155	5256	5862	6969	5157
121	,	4648	5862	4246	7682	5155	5256	5458	6973	5157
122	,	4646	4860	4446	8284	5151	5254	5862	6969	5151
123	,	4646	6266	3250	7682	5151	5256	5258	6969	5157
124	,	4646	5866	3242	8282	5151	5256	6062	6971	5165
125	,	4646	6466	3642	8284	5151	5256	6270	6971	5163
126	,	4646	6064	3450	7686	5151	5256	5460	6969	6363
127	,	4648	4860	4246	7284	5151	4656	6068	6771	5153
128	,	4652	5052	3448	8282	5151	5456	5660	6767	4351
129	,	4646	6060	3450	8084	5151	5254	5262	6969	4351
130	,	4646	4860	4650	8084	5151	4652	5662	6971	5151
131	,	4646	4850	3446	7680	5155	5254	5254	6971	5763
132	,	4646	4864	3246	7684	5155	5256	4858	7171	5151
133	,	4646	6060	4648	8484	5151	4654	5658	6971	5557
134	,	4646	5462	3250	7676	5151	5252	6262	6971	5163
135	,	4646	4848	4242	7676	5151	5252	5252	6771	5151
136	,	4652	6466	4242	8282	5151	5254	4862	6971	5151
137	,	4646	6464	3246	7682	5151	4652	6266	6771	5153
138	,	4646	4864	4244	7676	4751	5268	6066	6971	5151
139	,	4646	4660	3246	7276	5151	5458	5254	6769	5151
140	,	4648	4854	3650	8082	5151	5056	6262	6971	4951
141	,	4646	4854	3442	7282	5155	4656	6262	6975	5165
142	,	4646	4854	4250	8082	5155	5050	6062	6969	5353
143	,	4646	4860	4242	7282	5151	5456	6066	7171	4751
144	,	4646	6062	3248	7676	5151	5454	5870	6971	4551
145	,	4646	6060	3242	8284	5151	4652	5262	6977	4551
146	,	4646	4864	4656	7682	5151	5256	6062	6971	5159
147	,	4646	4862	4242	8484	5151	5252	5660	6775	5163
148	,	4646	4848	3450	8284	5151	5254	5862	7177	5157
149	,	4648	4864	3236	7684	5151	5252	5062	6969	4343
150	,	4646	4860	3242	8484	5157	5254	5068	7777	5151
151	,	4648	5062	4040	7684	5151	5256	5862	6771	5151
152	,	4646	4864	4648	7284	5155	5656	6268	6767	5363
153	,	4646	4866	3248	8484	5155	5454	5658	7171	5163
154	,	4648	4858	4248	8484	5151	5258	5868	6771	5151
155	,	4648	4860	3448	7684	5163	5056	5458	6769	5363
156	,	4646	4854	3442	8082	5151	5254	5862	6971	5763
157	,	4646	5858	3648	7480	5151	5256	6262	6771	5157
158	,	4646	4860	3650	8282	5151	5256	6262	6569	5157
159	,	4646	4860	4248	8284	5151	5256	5468	6769	5151
160	,	4648	4864	3448	8284	5151	5258	4862	6773	4751
161	,	4646	4854	3446	8282	5155	5052	5862	6571	4751
162	,	4646	4864	3642	7678	5151	5458	6668	6771	5163
163	,	4646	4862	4242	7684	5151	5254	5468	6969	5763
164	,	4646	4864	4242	8284	5151	5056	5462	6975	5163
165	,	4646	4862	4244	8488	5151	5256	6882	6969	5163
166	,	4646	4862	4244	8488	5151	5256	5868	6969	5163
167	,	4646	4862	4252	8284	5151	5254	5468	6771	5763
168	,	4650	5662	4250	7676	5151	5456	5468	6769	5163
169	,	4646	4848	3450	7682	5175	5056	5060	6769	4757
170	,	4850	6266	4250	7694	5173	5258	6464	6769	5151
171	,	4646	6262	3434	8484	5151	5258	6264	7171	5157
172	,	4646	4860	3240	8284	5151	5456	5466	6769	5151
173	,	4646	4860	3446	8288	5151	5252	6062	6769	4753
174	,	4648	6262	3448	8484	5151	5656	6066	6769	5151
175	,	4648	4854	3450	8282	5155	5658	6668	6769	5151
176	,	4646	6264	4048	7682	5155	5456	5862	6973	5163
177	,	4646	4864	3448	8282	5355	5454	5864	6969	5163
178	,	4646	5864	3652	8484	5151	5254	6060	6769	5157
179	,	4646	6062	4052	7284	5151	5456	6262	6971	5157
180	,	4646	4864	4246	8284	5151	5858	5460	6767	5153
181	,	4646	4860	4250	8284	5151	5454	5064	7171	5157
182	,	4646	4862	3442	8284	5151	5656	5454	6971	5151
183	,	4646	4860	4850	8284	5151	5458	5460	6769	5157
184	,	4648	6062	4248	8284	5151	5256	5658	6971	5151
185	,	4646	5462	4648	7682	5151	5656	5066	6969	5357
186	,	4646	5454	3434	8282	5151	5256	5468	6769	5153
187	,	4646	4854	3252	7282	5151	5254	5462	6969	5363
188	,	4652	5860	4652	7284	5155	5262	5462	7171	5157
189	,	4650	4848	3644	8284	5151	4856	4862	6971	5357
190	,	4648	6262	3448	7682	5151	5256	5058	6971	4757
191	,	4648	4848	4850	7682	5151	5656	5458	6971	5163
192	,	4648	4848	4850	7684	5151	5656	5454	6769	5151
193	,	4648	4848	4252	8284	5151	5258	5868	7171	5151
194	,	4648	4848	4252	8284	5151	5258	5868	6971	5151
195	,	4652	4864	3254	8284	5151	5256	5868	6971	5163
196	,	4646	6262	3446	8284	5151	5456	0000	6971	4763
197	,	4852	6264	3450	8282	5151	5056	5862	6573	5763
198	,	4646	4862	3848	8282	5151	5458	6668	7173	5153
199	,	4646	5062	3452	8282	5151	5454	5462	6771	5153
200	,	4648	6064	4852	8286	5165	5454	5454	7171	5163
201	,	4646	4858	4246	7684	5151	5254	6268	6769	5151
202	,	4646	4860	4248	8282	5151	5256	6262	7173	5151
203	,	4646	5456	3450	7676	5555	5052	6270	7173	4951
204	,	4646	5864	3446	7276	5151	5258	6068	6971	5151
205	,	4646	5456	3450	7676	5151	5054	6068	6971	5151
206	,	4652	6264	4050	7682	5153	5252	5866	6771	5151
207	,	4646	6464	4250	8282	5163	5252	6262	6969	5151
208	,	4648	4862	4246	8488	5153	5252	6262	6969	5151
209	,	4646	6062	4650	7682	5151	5052	6268	6369	5163
210	,	4646	4848	4648	8282	5153	5052	6068	6971	5157
211	,	4646	5464	3448	8288	4747	5052	6666	6769	5151
212	,	4446	4864	3642	7282	5151	4654	5454	6969	5165
213	,	4646	6062	3246	8282	5151	5256	0000	6971	5157
214	,	4446	4862	4048	8282	4751	5252	6266	6771	5157
215	,	4646	4858	4052	8282	5353	5256	5468	6971	5151
216	,	4646	6060	3642	8282	5151	0000	5468	6971	5151
217	,	4646	4864	3650	8282	5155	5656	6668	6969	4751
218	,	4648	6264	4854	7076	5151	5252	5858	6969	5151
219	,	4648	4848	4848	8284	5151	4852	5462	6971	5363
220	,	4848	4848	5454	8486	5151	5254	6262	7171	5163
221	,	4646	4862	3450	7682	5151	5254	5062	6769	5163
222	,	4646	4862	5050	7282	5153	4656	5462	6769	4551
223	,	4646	4848	4052	7682	5155	5252	6266	6769	5153
224	,	4646	6262	4046	7684	5151	5254	5858	6969	5163
225	,	4646	4862	3442	8284	5151	5254	5462	7171	4563
226	,	4646	4862	4244	7684	5151	5254	5860	6769	5157
227	,	4646	5064	4248	7684	5151	5254	4458	6769	5157
228	,	4646	4864	3438	8282	5151	5258	6262	6771	5157
229	,	4648	4862	3846	8282	5151	5256	6264	6971	5163
230	,	4646	4860	4648	8284	5165	5252	6062	7171	5153
231	,	4646	5064	3646	7682	5151	5254	5462	6769	5163
232	,	4646	6262	3448	8284	5155	5052	5062	6971	5151
233	,	4646	4858	4852	8084	5153	5256	5458	6769	4951
234	,	4646	5662	4646	7684	5151	5256	6066	6969	4751
235	,	4648	4864	3448	8082	5165	4852	5462	6971	5151
236	,	4646	4864	3442	7682	5151	5256	5460	6969	5163
237	,	4648	6264	3442	7682	4751	5456	4468	6771	5157
238	,	4646	4862	2830	7682	5155	5256	6060	6771	5153
239	,	4646	4862	4242	7684	5151	5456	5658	6771	6363
240	,	4646	4862	3638	7682	5155	5256	6060	6771	5153
241	,	4852	5464	4650	7682	5151	5252	5860	6769	4763
242	,	4648	4848	4246	8284	5151	5252	4862	7171	4753
243	,	4648	6062	4652	7682	5151	5258	6668	6969	5357
244	,	4646	6262	4044	8282	4763	5254	6262	6969	5163
245	,	4652	4862	3446	7676	5353	5052	5460	6769	5151
246	,	4646	4848	4452	8282	5151	5258	5662	6771	5163
247	,	4646	5062	3850	7684	5165	5454	6062	6971	6363
248	,	4646	4850	4850	8284	5565	5254	6262	6971	5163
249	,	4646	5260	3238	8282	5151	5256	5866	7171	5161
250	,	4646	6062	3452	7684	5163	5456	6666	6771	5157
251	,	4650	5664	4650	8288	5151	5052	5862	6969	5757
252	,	4652	4848	4246	7684	5151	5252	4860	6971	5757
253	,	4648	4854	0000	8284	5155	5456	6070	6971	4951
254	,	4646	5062	5052	7682	5165	5254	5460	6971	5763
255	,	4650	4856	4852	7682	5155	4850	5264	6771	5151
256	,	4646	6062	3434	8284	5151	5058	5862	6769	4951
257	,	4646	4860	3850	7682	5163	5052	5662	6769	5163
258	,	4646	4854	5454	7680	5153	5658	5658	6769	5151
259	,	4648	4850	3636	8282	5151	5254	5866	6771	5163
260	,	4646	6464	4448	7676	5153	5860	4860	6569	5151
261	,	4648	6262	4048	8082	5563	5054	5860	6971	4751
262	,	0000	6464	4248	7676	5153	5658	4860	6769	5151
263	,	4646	6264	5252	8284	5151	5254	5254	6971	5151
264	,	4646	6264	4254	8284	5155	5256	5460	6971	5151
265	,	4852	4848	4248	8284	5155	5052	5460	7173	5163
266	,	4646	4862	3436	8282	5365	5254	5860	6771	5151
267	,	4850	4860	4246	8282	5151	4652	6066	6969	5157
268	,	4648	4864	4046	8484	5363	5256	6062	6769	4551
269	,	4648	5464	4646	7684	5151	5458	6060	6569	5153
270	,	4648	4862	4046	7684	5151	5460	6266	6771	5151
271	,	4646	4862	3648	8084	5151	5260	5662	6771	4747
272	,	4646	6464	4852	8282	5151	5058	6062	6971	5153
273	,	4646	4854	4246	7682	5151	5054	5862	7171	6363
274	,	4646	4862	3442	7682	5151	5456	5468	6569	5763
275	,	4646	4848	4850	8282	5151	5256	6264	6569	5151
276	,	4646	4848	3448	7682	5151	5456	6464	6769	6363
277	,	4646	6262	4448	8282	5151	5054	5458	6571	5151
278	,	4648	4848	4248	7676	5151	5052	5862	6769	5157
279	,	4648	4862	4848	7682	5153	5254	5868	6771	5163
280	,	4646	4848	4648	8282	5153	5054	6868	7173	5163
281	,	4646	4848	4252	8282	5151	5260	6264	6971	4751
282	,	4646	6264	4646	8284	5151	5456	5058	7173	5163
283	,	4646	6062	4242	7684	5353	5052	5062	6771	5151
284	,	4646	6062	4242	7682	5151	5052	6062	6769	5353
285	,	4646	4862	4848	8484	5151	5052	5862	6773	5163
286	,	4648	6266	4648	7684	5151	5052	5862	6773	5163
287	,	4646	4854	4252	8282	5151	5056	6268	6771	5763
