title Hawaiian monk seal (FFS)																				
Msc17																				
Msc10																				
Msc19																				
Msc01																				
Msc09																				
Msc04																				
Msc05																				
Msc03																				
Msc23																				
Msc13																				
Hg63																				
Ms504																				
Ms23																				
Ms265																				
Ms9																				
Ms15																				
Ms647																				
Ms663																				
Pop																				
1	,	6567	4545	6884	6367	6262	5967	5252	8484	6064	5050	7777	5858	4855	5862	4759	5362	6767	9494	
2	,	6567	4545	6868	6167	5862	5967	5252	7682	6464	5052	7787	5858	5558	5862	5963	5362	6565	9494	
3	,	6567	4145	6876	6167	6262	5971	5252	7676	6868	5050	7777	5858	5862	5862	5563	5365	6767	9494	
4	,	6565	4145	6868	6363	6266	6767	5252	8282	6468	4450	7787	0000	0000	5862	5555	5353	6567	9094	
5	,	6565	4141	6868	6161	0000	6767	5252	7684	6464	0000	0000	0000	0000	0000	0000	0000	6767	0000	
6	,	6567	4145	6868	6161	6262	5967	5252	8484	6468	5050	0000	0000	0000	0000	0000	0000	0000	0000	
7	,	6567	4141	6876	6161	6262	0000	4852	8484	6464	5050	0000	0000	0000	5858	0000	0000	6565	0000	
8	,	6565	4145	6868	6161	5862	6767	5252	8484	6464	4450	0000	0000	0000	0000	0000	0000	0000	0000	
9	,	6767	4545	6868	6161	5862	6767	5252	8486	6468	5050	0000	0000	0000	0000	0000	0000	0000	0000	
10	,	6767	4545	6876	6167	6262	5967	5252	8082	6468	5050	7787	5858	4455	5858	0000	5353	6567	9094	
11	,	6565	4141	6868	6167	6262	6767	5252	7684	6464	5050	7787	5858	4458	6262	5963	5353	6767	9494	
12	,	6569	4145	6868	6367	6266	5967	5252	7686	6868	4450	0000	0000	0000	0000	0000	0000	0000	0000	
13	,	0000	4145	6868	6167	6262	5967	4852	7682	6068	5050	0000	0000	0000	0000	0000	0000	0000	0000	
14	,	6767	4141	6868	6161	5866	6771	4852	7684	6468	4450	0000	0000	0000	0000	0000	0000	0000	0000	
15	,	6567	4141	6868	6161	5862	6767	5252	7676	6468	5050	0000	0000	0000	0000	0000	0000	0000	0000	
16	,	6567	4141	6868	6161	6266	5967	5252	8484	6468	5050	0000	0000	0000	0000	0000	0000	0000	0000	
17	,	6567	4145	6868	6161	6262	5967	5252	8084	6064	5050	0000	0000	0000	0000	0000	0000	0000	0000	
18	,	6565	4141	6880	6167	6262	6767	5252	8484	6468	5050	0000	0000	0000	0000	0000	0000	0000	0000	
19	,	6569	4545	6868	6167	6262	5967	4852	8284	6468	5052	0000	0000	0000	0000	0000	0000	0000	0000	
20	,	6565	4145	6868	6163	6262	5967	4848	7684	6464	5052	0000	0000	0000	0000	0000	0000	0000	0000	
21	,	6565	4141	6868	6161	6262	0000	5252	8284	6468	4450	0000	0000	0000	0000	0000	0000	0000	0000	
22	,	6565	4141	6868	6167	5862	6771	5252	7682	6464	4452	0000	0000	0000	0000	0000	0000	0000	0000	
23	,	6769	4145	6868	6161	6266	5959	5252	7684	6464	5050	0000	0000	0000	0000	0000	0000	0000	0000	
24	,	6567	4545	6868	6161	6262	5967	5252	8284	6468	5052	0000	0000	0000	0000	0000	0000	0000	0000	
25	,	6567	4545	6868	6161	6262	6767	4852	8484	6468	5050	0000	0000	0000	0000	0000	0000	0000	0000	
46	,	6567	4545	6868	6161	6262	6772	5252	8486	6464	5052	7777	5858	5558	5862	5555	6265	6567	9494	
47	,	6569	4141	6868	6161	6262	5967	4852	7684	6464	5050	7787	5858	4451	5858	5959	5362	6767	9094	
48	,	6567	4545	6868	6167	6262	6767	5252	8284	6468	4450	7787	5876	5558	5862	5159	5353	6567	9094	
49	,	6567	4145	6884	6161	6262	5967	5252	7682	6868	5050	7787	5876	4855	5862	5155	5362	6567	9094	
50	,	6567	4145	6868	6163	6262	5971	5252	7684	6464	5050	7777	5858	5558	5862	5559	5365	6567	9494	
51	,	6567	4545	6868	6161	6262	5967	4852	8284	6068	4450	7777	5858	5162	5858	5963	5362	6767	9494	
52	,	6565	4145	6868	6161	6262	5967	4852	0000	6464	4450	7777	5858	4870	5862	4759	5362	6567	9494	
59	,	6565	4145	6868	6161	5862	5967	4852	7682	6068	5050	7787	5858	5858	6262	5559	6262	6767	9094	
60	,	6767	4145	6868	6367	6262	5967	4852	0000	6464	5050	7787	0000	0000	6262	0000	5362	6567	9494	
61	,	6565	4545	6876	6167	5862	6767	5252	7684	6464	5050	7777	5858	0000	5862	5959	5362	6767	9494	
92	,	0000	4145	6868	6767	6262	6767	5252	7682	6468	5050	7777	5858	5558	5862	4763	5353	6565	9094	
93	,	6565	4141	6868	6161	6262	5959	5252	8484	6064	4450	7777	5858	4448	5862	4759	6265	6567	9494	
94	,	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	7787	0000	5558	0000	4755	5362	6567	9094	
