title ringed seal population 4																
LS8																
LS15																
LS16																
CS6																
CS18																
4.2																
6.1																
6.3																
8.1																
PV11																
Pop																
83	,	1325	6377	5757	3151	4854	4646	5662	2339	4953	5460					
84	,	1331	6773	4751	4143	4856	5064	7179	2727	2149	5469					
85	,	1317	4375	4957	3537	5658	4646	6272	1727	4949	5466					
86	,	6767	6781	4347	4343	4854	4060	5962	2133	4951	5458					
87	,	6767	4173	5359	4141	5462	4452	6269	2529	5151	5658					
88	,	1369	4347	4344	3947	4850	4454	6264	2727	4949	5254					
89	,	3767	6573	4955	3743	5658	4861	8080	2737	4953	5454					
90	,	2931	5579	4143	4143	4856	4064	5870	2533	2145	5660					
91	,	1367	5959	3965	3147	4870	4650	5456	2525	3951	5658					
92	,	1927	6571	4355	2739	5060	4664	5871	2935	3949	5254					
93	,	2729	6775	4459	3143	5660	5556	5688	2929	5151	5466					
94	,	1725	5769	5159	3143	4850	4646	5262	2527	4951	5460					
95	,	2167	4369	4959	4143	5656	5058	5670	1537	4949	5468					
96	,	2531	6977	4551	3741	4850	4246	5659	2529	4949	5872					
97	,	6767	6573	5559	4143	5058	5260	7386	2727	5555	5254					
98	,	2733	6179	5361	3141	5456	4052	6272	2941	4949	5256					
99	,	1327	7377	4141	3141	4860	4040	7275	2933	4953	6068					
100	,	1327	4579	4153	2341	5662	4046	5669	2727	5151	6062					
101	,	2127	6971	4549	3943	5456	4660	7072	2323	4949	5268					
102	,	2565	6371	5157	3747	5458	4452	7677	2541	4953	5878					
103	,	2567	4171	5154	4141	4258	4665	7073	2525	4953	5254					
104	,	2731	6971	5555	4153	5356	5867	7073	2323	3849	5656					
105	,	3167	6569	4547	4347	5456	5862	5878	2737	4951	5668					
106	,	1115	6377	4759	4343	5456	5067	7273	2531	4951	5660					
107	,	1725	7173	4145	4347	4850	5071	5658	2325	4951	5865					
108	,	3365	4155	4345	4345	5262	4044	5870	2525	3949	5862					
109	,	2333	7579	5557	3945	5062	5467	5666	2541	4549	6060					
110	,	1721	7381	4151	3539	4858	5052	7273	2535	4155	6265					
111	,	1131	6565	5255	3741	5462	4672	5862	2527	4949	5668					
112	,	1367	6981	5361	4149	5460	4650	5662	2137	5155	5256					
113	,	2569	2771	4553	3745	5454	4063	6062	2323	4949	5466					
114	,	1325	2775	4356	3547	5456	4050	5670	2529	2153	6668					
115	,	1329	5971	4553	4343	3948	4444	5862	2733	4551	6062					
116	,	1323	2765	4957	4143	4452	5062	6272	2933	4953	6070					
117	,	1733	6767	4147	3943	5656	5466	7076	2325	4955	5458					
118	,	1529	4175	4145	4347	4862	4471	5272	3337	4951	5260					
119	,	1327	6569	4751	3537	5872	4660	5656	2333	4951	5259					
120	,	1521	2773	4553	4343	5058	5271	6072	3539	4549	5870					
121	,	9767	6569	4343	3141	5056	5462	5862	2335	4951	5264					
122	,	2327	2759	4349	1737	5256	4658	5460	2537	4951	5466					
123	,	1729	4371	4355	5153	4860	3856	6266	1333	4949	5454					
124	,	1517	4369	4147	2537	4864	5662	6272	3137	5153	5256					
125	,	1367	2743	4343	3945	4857	5864	5975	2525	5155	5254					
126	,	2125	6365	4753	4149	4856	4050	6271	2123	2151	5270					
127	,	2727	6973	4957	4343	4854	4059	6269	2325	2151	5656					
128	,	1729	7777	4853	4343	4854	4058	7280	2525	4951	5454					
129	,	2567	6191	4353	3949	5454	3446	5671	2335	4749	5254					
130	,	2967	6367	4753	1943	5252	4646	5976	3337	4149	5656					
131	,	2969	6775	4355	1743	5050	4054	7273	2325	4953	5864					
132	,	3131	7175	5559	1743	5458	4444	7172	2539	4953	5660					
133	,	3167	6581	5757	2743	5052	4654	5670	2537	4951	6067					
134	,	1523	6969	4753	3539	4854	4046	6077	1523	4769	5658					
