title hooded seal (Davis Strait)																							
Hg4.2																							
Hg6.1																							
Hg6.3																							
Hg8.1																							
Hg8.9																							
Hgdii																							
Hl16																							
Hl20																							
Hl8																							
Lw7																							
Pv9																							
Pvc26																							
Pvc78																							
Pop																							
1	,	6060	3535	6268	6864	3238	3333	3333	5860	5466	5656	6268	5858	3234									
2	,	4852	3535	7070	7086	3232	3335	3537	5862	5254	5656	6268	5858	3246									
3	,	5064	3535	6872	7092	4648	3333	3335	5862	6266	5672	6868	5860	3232									
4	,	4874	3547	6666	8696	3648	3345	3335	5254	5254	5674	6262	5860	4446									
5	,	4860	3535	7678	6864	4046	3535	3135	5262	5656	5668	6868	5862	3232									
6	,	4848	3535	7676	7088	3842	3137	3535	5658	5454	5660	6068	5860	3646									
7	,	4850	3535	7082	7086	3636	4545	3535	5658	5256	5658	6268	5858	3232									
8	,	4852	3535	7078	7086	3248	4145	3335	5662	5252	5670	6868	5860	3244									
9	,	5058	3547	6870	7278	3446	3341	3133	5866	5664	5656	7072	6060	2222									
10	,	4848	3547	7084	6474	3646	3535	3333	5658	5656	6874	6264	5858	3236									
11	,	5050	3535	6874	7688	3238	3535	3335	0000	5460	5872	6868	5858	3248									
12	,	4850	3547	6482	7678	3446	2133	3535	5662	5270	5656	6668	5858	3452									
13	,	4854	3555	6878	7688	3246	2133	3133	4866	4856	5672	6868	5858	2232									
14	,	4858	3537	6676	8090	3850	3145	3335	5858	5262	6060	6868	6062	3248									
15	,	4874	3535	6270	6876	4446	3535	2935	5860	5462	5656	6868	5860	3234									
16	,	4850	3535	7070	7888	3232	3537	3333	5872	5460	6074	6062	5858	3234									
17	,	4854	3535	6868	6488	4248	3539	3535	5664	5662	5660	6064	5858	4648									
18	,	4850	3535	6872	7088	3446	3343	3341	5454	5456	6068	6266	5858	3232									
19	,	4858	3535	6874	6474	3452	3537	3335	5858	5056	5656	6270	5860	3642									
20	,	5860	3537	6668	7062	5052	3143	3335	5658	5254	5660	6262	5858	3234									
21	,	4848	3547	6868	6488	3850	3545	3335	5662	5660	5668	6268	5858	3232									
22	,	6066	3547	7076	7072	3450	3333	3535	5058	5658	6068	6668	5858	3236									
23	,	4862	3535	6674	7086	4848	3541	3535	5458	5460	5668	6668	5858	3244									
24	,	4852	3535	7076	6886	3250	3343	3335	5460	5656	5868	6872	5860	4650									
25	,	5062	4747	7076	6472	3852	3341	3535	5256	5256	5656	6268	5864	3232									
26	,	4860	3547	7078	6870	3444	3135	3335	5862	5658	5874	6268	5862	4448									
27	,	4866	3547	7082	6486	3442	3335	3737	5658	5464	5662	6868	5860	3236									
28	,	4848	3535	6672	7080	3234	3539	3535	5258	5656	5656	6268	5860	4652									
29	,	5860	3535	6870	7082	4446	3335	3335	5660	5462	5660	7272	5858	3248									
30	,	4850	3547	6876	7294	3444	3135	3337	5658	6060	5676	6068	5858	3234									
31	,	4850	3547	7070	6888	3448	3341	3133	5662	5252	5656	6868	5858	3234									
32	,	4856	3535	7678	6672	4650	4141	3335	5262	5456	5658	6262	5860	3248									
33	,	5050	3535	6468	6870	3840	3737	3939	5872	5256	5656	6868	6064	3248									
34	,	4858	3535	6668	6476	3244	3743	3535	5462	5260	5658	6870	5858	2232									
35	,	4868	3547	6682	6876	4854	3333	3537	4854	5254	5658	6268	5862	3236									
36	,	5050	3535	7074	7090	3846	3339	3335	5858	5056	5656	6870	5860	3248									
37	,	4850	3535	6670	7070	3444	3137	3535	5658	6060	5656	6868	5860	3434									
38	,	4866	3547	7080	6870	4244	3539	3139	5458	6060	5868	6868	5858	3644									
39	,	4850	3535	6872	6870	3438	3135	3335	6062	5254	7476	6872	5860	4246									
40	,	4848	3535	6878	7476	4850	3341	3535	5858	5458	6072	6262	5858	3248									
41	,	4848	3547	7678	7076	3238	3143	3539	6060	5660	5858	6268	5858	4648									
42	,	5062	3535	6872	7274	3448	3741	3335	4852	5456	6278	6668	5858	3242									
43	,	5858	3547	6072	6472	4444	2139	3535	5458	5660	5656	6268	5858	3252									
44	,	4850	3547	7076	6470	4044	2135	3333	5862	5454	5670	6872	5858	3644									
45	,	4852	3535	6676	7276	3446	2139	3333	0000	5454	5862	6868	5858	0000									
46	,	4850	3537	7074	7086	3252	3545	3335	6062	5664	5660	6266	5862	3444									
47	,	4848	3547	6870	7084	3850	3339	3535	5660	5460	5656	6262	5860	4448									
48	,	4850	3535	6874	7070	3440	3537	3335	5260	5670	5672	6868	5858	3442									
49	,	5058	3547	6478	7070	2650	3339	3337	4858	5264	5668	6068	5858	3246									
50	,	4860	3535	6870	7072	3246	3535	3335	5862	5054	5872	6262	6060	3636									
51	,	4866	3545	7074	7862	3250	3145	3335	5858	5254	5656	6064	5658	3444									
52	,	4850	3535	7880	7086	4648	3349	3335	5858	5656	5668	6268	5858	3232									
53	,	5262	3545	7074	6486	4248	3333	3133	5456	5660	5660	6262	5860	3232									
54	,	4848	3547	6874	6470	4250	3335	3335	5862	5660	6070	6872	6060	3244									
55	,	5058	3535	7086	6890	4242	3343	3535	5462	5460	5656	6868	5858	4646									
56	,	4848	3547	6674	7086	3448	2141	3337	5658	5254	6868	6268	6060	3436									
57	,	4858	3535	6868	7476	4048	3133	3335	6060	5660	5656	6262	5860	3244									
58	,	4850	3535	7682	8690	4048	3133	3335	5456	5254	6062	6268	6060	3644									
59	,	5860	3547	6670	7084	3244	3335	3333	6062	5458	5658	6872	5860	3234									
60	,	5060	3535	7274	7276	3240	3535	3335	5662	5460	6068	6270	5858	3234									
61	,	4854	3551	6874	6268	4448	2733	3535	5864	5656	5662	6868	5860	3232									
62	,	5060	3537	7070	7680	3438	4143	3335	0000	5660	5872	6268	5858	3234									
63	,	4870	3535	7074	7080	3234	3741	3535	6262	5660	5872	6870	5860	4448									
64	,	4850	3547	6272	7286	4446	3539	3535	6262	5454	6872	6868	5858	3232									
65	,	4860	3551	7072	7684	3240	3335	3333	5056	5460	5656	6872	5860	3232									
66	,	4856	3535	6470	6872	3240	3339	3535	5664	5260	5870	6262	5858	3232									
67	,	5658	3535	6878	7074	4652	4545	3535	5662	5664	5662	6868	5858	3246									
68	,	4856	3547	6870	7070	3852	2733	3335	5860	5454	5672	6870	5858	3244									
69	,	4850	3535	6870	7880	3248	3339	3537	5666	5260	5658	6872	5858	3444									
70	,	4862	3547	7474	6886	3446	3535	3535	5060	5458	5672	6268	6060	3232									
71	,	4858	3535	6668	6870	4244	3535	3335	5658	5862	5672	6268	5860	3244									
72	,	4854	3535	6868	7072	4048	2131	2935	5858	5268	5668	6868	5858	3234									
73	,	4848	3551	6868	6884	3248	3543	3535	5860	5054	5656	6270	5858	3248									
74	,	4848	3535	6876	6896	3440	3539	3335	5858	5254	5674	6868	5860	3232									
75	,	4850	4757	6268	7286	4852	3337	3135	5258	5454	5672	7070	5858	3244									
76	,	5060	3535	6874	6874	5052	4333	3335	5462	5454	5660	6868	5858	3244									
77	,	4850	3535	7472	6870	3234	3139	3537	5862	6060	6870	6866	5858	3446									
78	,	5058	3535	7070	7076	4050	3535	3335	5462	6060	5662	6260	5858	3232									
79	,	4850	3547	7478	6670	4054	3335	3131	5660	5454	7072	6268	5858	3248									
80	,	5258	3547	7470	7488	3240	3947	3335	5858	5862	5874	6272	5858	3446									
81	,	5062	3547	6874	6472	4048	3339	3333	5862	5664	5662	6868	5858	4244									
82	,	4850	3535	7670	7076	5050	3333	3539	5658	5256	5658	6268	5858	3236									
83	,	4862	3535	6876	8464	3232	3741	3335	5660	5456	6272	6268	5858	3236									
84	,	4856	3535	7270	8086	3644	3133	3337	5858	5656	6062	6262	5858	4848									
85	,	4848	3547	7684	7070	3234	3135	3535	5862	5456	5660	6868	5860	3244									
86	,	5058	3535	6874	6672	4050	3135	3537	6062	5458	5658	6868	5858	3246									
87	,	4870	3535	6268	6476	5050	3541	3335	5658	5454	6872	6068	5860	3244									
88	,	4850	3547	7078	6668	5052	3333	3535	6464	5464	5658	6066	6060	3248									
89	,	4850	3547	6868	6886	3846	2137	3135	5864	5462	7278	6868	6060	3448									
90	,	4848	3535	6670	7672	4252	3739	3135	5864	4860	5658	6268	5858	4848									
