Title Line: genotypes            
L_Lc28            
L_Pv9            
L_M11a            
L_Lc5            
L_Hg810            
L_G1A            
L_Hg14            
L_Hl16            
L_Hg42            
L_Pv11            
L_Hg61            
L_3E3            
POP            
1, 130144 173181 138178 159161 168194 191205 187197 150150 153163 154166 144148 215215
1, 130152 173179 140140 157161 190194 197205 195195 148154 145167 154154 150150 215215
1, 138144 171173 138138 159161 180194 191207 191191 150152 153169 158158 142148 215215
1, 136140 175181 138138 159165 182194 203219 199201 154156 153175 154154 150150 215217
1, 144150 173179 140144 157157 194210 193197 187187 154156 169175 158160 142148 215217
1, 140144 173181 140142 155159 198206 191191 187191 152152 163169 154154 142150 215215
1, 130140 167171 140140 155161 176178 199205 193193 156156 161163 154154 148160 215215
1, 136140 179183 140162 161161 182194 191195 187195 148170 169175 154168 142144 215217
1, 138140 173181 140168 155159 166184 183197 187187 150154 163163 154154 144154 215215
1, 140146 171177 142166 157159 164194 197205 195199 150154 153177 158162 148150 215215
1, 144146 179179 134138 163165 182210 189201 197197 138148 163175 154154 146148 215215
1, 136140 171171 142174 157159 172182 205205 191199 156156 153163 154166 144154 215215
1, 136148 173173 142142 159163 182184 197205 191191 150156 153153 154168 142148 215215
1, 140140 171173 140166 157161 182186 205205 191199 150154 167177 154166 144154 215215
1, 140140 171173 140178 157159 186194 195205 195195 150154 163177 154156 146148 215215
1, 140144 171171 142142 157159 164182 197205 193199 152156 175177 158166 144146 215215
1, 136148 167173 142142 159161 176184 205205 197197 148160 153163 154158 146148 215217
1, 136148 171183 140162 161163 176198 205207 187195 150154 153171 154154 144150 215215
1, 144150 173179 140142 161161 180186 189191 197197 156156 163175 154158 144144 215215
1, 140150 177179 142178 161163 180186 199201 191199 148160 161183 154154 150150 000000
1, 130138 171173 140174 157157 186186 201205 191191 150152 167187 154154 142144 215217
1, 148152 171171 134140 157161 178186 199203 191199 150156 171175 158164 142150 215217
1, 140144 173181 142178 159159 186186 191197 197197 148156 163165 154154 144146 215217
1, 140150 171179 138140 159161 166180 189211 195199 156156 163175 158158 144146 215215
1, 136140 177185 140140 155157 186186 189205 191191 148154 159187 162164 142150 215217
1, 140142 173177 138144 157161 180186 197207 195195 150154 163163 162170 144146 215219
1, 138146 171179 142178 155161 166210 191205 191193 138154 159163 154168 148152 215217
1, 136144 173179 140178 155159 176186 205207 191191 156156 177183 154164 142142 215215
1, 136144 171177 138142 155155 186202 197205 195195 152152 145145 154158 150152 215215
1, 132140 179181 140140 155157 186202 205205 195195 148156 175187 154154 142148 215215
1, 140140 173173 138140 157159 194198 199205 187195 148154 163165 158166 146154 215217
1, 136136 171171 138142 157161 180184 189205 193193 152156 161183 154154 142150 215219
1, 136146 173183 138140 159161 186194 187199 191195 148154 185187 154154 150150 215215
1, 144144 171179 138138 159161 180206 201205 000000 150156 161177 000000 142150 000000
1, 142152 177181 138140 157161 182194 201205 195199 148154 171187 154164 150150 215215
1, 134136 179179 140174 159159 180182 189205 191191 150156 171187 154154 144154 215215
1, 144152 173177 140142 159161 178186 199205 191195 150152 163187 158164 142150 215215
1, 140148 167173 140162 159161 184184 199207 191199 154154 153153 154158 144148 215215
1, 140140 173173 142142 155159 164180 197201 187197 154154 163163 162162 148154 215215
1, 130136 173183 140170 155161 194198 187201 191191 148162 145183 154154 148150 215215
1, 138140 173177 142178 159161 202202 199205 187187 150156 163175 154162 142144 215215
1, 136140 173183 140178 161161 164202 189203 189197 152152 161163 154166 142144 215215
1, 142146 171185 142154 155159 186202 189191 000000 150162 163183 158160 146150 000000
1, 136140 177185 138140 159159 184186 189189 189199 154154 163171 154154 144148 215219
1, 130150 171177 134140 157159 178210 205205 195195 150156 161171 154158 148148 215215
1, 138140 171171 140144 157157 186186 189189 000000 148150 171177 158170 144158 000000
1, 140140 177179 148168 155157 180182 205205 187197 156156 163163 154162 142154 215215
1, 130140 167177 138138 157161 194194 191199 191191 148152 145153 154154 148154 215217
1, 140144 167171 164174 157157 198198 205205 189191 150162 161183 154158 150152 215217
1, 136150 171171 138140 161163 190200 195197 197197 150156 163187 154156 150150 215215
1, 130152 181181 138140 155155 178190 189211 187193 148150 153163 154158 142150 215217
1, 144150 171185 138140 157161 186194 183195 195195 148154 163171 154158 146150 215215
1, 140140 167183 140140 157159 178186 197205 189199 154154 153163 154154 146150 215215
1, 140144 173177 138176 155157 180180 197197 193193 148154 175177 154154 148158 215217
