"title Atlantic Walrus Andersen, C1 = Western Greenland"									
hg61									
or16									
or24									
Hgdii									
or11									
orr7									
sgpv									
hg42									
Pop									
1	,	4852	4848	7272	5151	5256	5454	6767	5757
2	,	4646	6466	8284	5153	5252	6062	6971	4753
3	,	4652	6060	7282	5151	5252	5066	6973	5151
4	,	4652	5056	7272	5151	5252	6060	7171	5353
5	,	4648	5460	8282	5151	5252	6262	6971	5157
6	,	4646	5454	7676	4751	5258	5468	7171	5151
7	,	4648	4856	7276	5151	5860	5858	7171	6365
8	,	4648	5456	8282	5155	5260	5060	6973	5151
9	,	4646	6468	7284	4751	5254	5870	7171	5151
10	,	4646	4864	7276	5151	4848	5062	7177	4751
11	,	4650	4848	7684	5151	5454	5862	6769	5163
12	,	4646	5656	7272	5151	5252	6274	7175	5163
13	,	4652	4860	7676	5153	5256	5458	6769	6363
14	,	4648	4854	7676	5155	5260	6268	6971	4557
15	,	4646	6060	7282	5151	5254	5858	6771	5765
16	,	4646	4848	8484	5151	5252	6874	7171	5163
17	,	4852	5460	7288	5151	5252	5460	6771	5151
18	,	4648	4854	8284	5153	5252	5060	6971	5163
19	,	5252	4862	7276	5151	5256	5062	7171	5151
20	,	4646	5056	7276	5151	5262	5060	7171	4751
21	,	4646	4854	7276	5151	5252	6262	6771	4755
22	,	4646	4848	7276	5155	5254	5862	6767	5163
23	,	4646	4862	7284	5155	5252	5060	7171	5151
24	,	4646	6060	7682	4963	5456	5060	7171	5157
25	,	4646	4864	7282	5151	5256	5058	7171	5151
26	,	4652	4848	7284	4751	5252	5858	6771	5157
27	,	4652	5064	7276	5151	5254	5662	7171	5151
28	,	4646	4860	7682	5151	5252	6264	6767	5151
29	,	4648	4860	8282	5151	5252	6268	6971	5151
30	,	4648	6062	7676	5151	5252	5054	6971	5163
31	,	4646	4864	8282	5151	5254	6262	6767	5163
32	,	4646	5664	7284	5151	5252	5254	6973	5151
33	,	4646	5460	7276	5155	5252	5862	7171	5163
34	,	4648	4854	7684	5151	5252	6266	6975	5151
35	,	4652	4854	7284	5151	5252	5058	7175	5151
36	,	4648	4848	7684	4751	5252	5862	6769	5163
37	,	4650	4854	7676	4751	5454	6068	6769	5157
38	,	4646	4854	7282	5151	5252	5062	6565	5151
39	,	4648	5054	7684	5151	5456	5866	6971	4563
40	,	4646	5660	7688	5151	5252	5062	6771	6363
41	,	4652	5460	7282	5155	5454	5868	6971	5163
42	,	4646	4864	7676	5151	5256	4848	7171	5151
43	,	4646	4860	7676	5151	5252	5460	6969	4751
44	,	4848	5460	8282	5151	5262	5062	7171	5153
45	,	4646	4860	7684	5151	5256	5070	7177	5151
46	,	4646	4848	7278	5151	5252	5868	6977	4563
47	,	4852	4854	7688	5151	5252	5460	6973	6365
48	,	4646	5458	7272	5151	5252	6062	7171	5151
49	,	4648	5662	7282	5151	5260	6062	6971	5163
50	,	4646	5460	7676	5151	5258	5662	7373	5763
51	,	4648	4848	7682	4755	5858	5660	7171	5151
52	,	4646	5862	7282	5151	5258	5462	6769	4351
53	,	4652	4848	7276	4751	5252	5860	6567	5151
54	,	4850	5662	7684	5151	5254	6068	6769	4751
55	,	4646	4860	7682	5151	5252	5056	6769	5151
56	,	4646	6064	7682	5155	5252	5458	6969	5153
57	,	4652	5460	7276	5151	5252	5060	7171	4751
58	,	4652	4862	7684	5153	5456	5864	6969	4951
59	,	4648	5460	7284	5151	5052	5060	7171	5763
60	,	4648	4854	7684	5151	5256	5860	7171	5765
61	,	4646	4856	7284	5151	5252	5062	6771	5151
62	,	4652	5054	7676	5151	5260	6060	6971	5161
63	,	5252	4848	7272	5365	5254	5054	6771	4951
64	,	4646	5462	8282	5151	5256	6266	6771	5151
65	,	4446	5462	8284	5151	5252	6262	6769	5151
66	,	4446	4648	7482	5151	5456	6264	7171	5151
67	,	4648	4848	8282	5151	5456	6466	6971	5157
68	,	4646	4862	8282	5155	5252	6068	6971	5157
69	,	4646	4862	8282	5155	5252	6068	6971	5157
70	,	4646	4862	8282	5155	5252	6068	6971	5157
71	,	4646	4866	7482	5155	5254	4858	7171	5151
72	,	4646	4862	8288	5151	5254	6062	7171	5163
73	,	4646	4862	8288	5151	5254	6062	7171	5163
74	,	4648	4848	8282	5151	5256	6466	6971	5157
75	,	4646	4862	8288	5155	4654	5862	6969	5151
76	,	4648	4862	7682	5151	5052	0000	7171	5163
77	,	4646	6062	8282	5163	5256	0000	6771	4951
78	,	4646	6264	7682	5163	5456	6066	6971	5163
79	,	4646	4860	7282	5151	5256	5460	6969	5157
80	,	4446	4862	8282	5151	5456	6868	7171	5151
81	,	4446	4864	8282	5151	5656	5462	6971	5151
82	,	4648	4864	8284	5153	5256	5466	6969	4961
83	,	4648	6264	7282	5155	5454	5454	6767	5163
84	,	4646	4848	7276	4751	5456	5664	6771	4951
85	,	4646	4862	7276	4755	5458	5662	6767	4151
86	,	4646	4864	8282	5151	5252	5460	6969	5163
87	,	4648	6060	7682	5153	5258	6064	6973	5151
88	,	4646	6062	8282	5151	5254	5862	7171	4551
89	,	4646	4848	7682	5151	5254	6262	6971	5763
90	,	4646	4860	8284	5153	5254	5468	6769	5157
91	,	4648	4862	7282	5353	4848	5462	7173	5157
92	,	4646	4864	0000	5151	5256	6262	6969	5163
93	,	4848	6062	8284	5151	5252	0000	6969	5163
94	,	4646	4864	7684	5151	4856	5058	6973	5157
95	,	4648	5064	7276	5151	5252	5464	6971	5165
96	,	4446	4862	8284	5151	4852	4858	6971	5151
97	,	4646	6464	8282	5155	3852	5662	6971	5163
98	,	4646	4856	7682	5155	3854	6268	6969	5157
99	,	4646	4858	8284	5151	5858	5862	6767	5151
100	,	4646	4848	8284	5151	5256	6266	6771	4351
101	,	4648	4862	7684	6363	5256	6062	6771	5151
102	,	4646	4860	8484	5151	5252	0000	7171	4563
103	,	4648	4860	8282	5151	5252	5458	6969	5157
104	,	4646	4864	7276	5151	4854	5462	6769	5151
105	,	4648	4864	7684	5151	5256	5460	6769	5163
106	,	4646	4864	8284	5155	5252	5456	7175	5157
107	,	4648	4464	7284	5151	5252	4854	6971	4951
108	,	4648	4860	8284	5153	5254	5468	0000	5151
109	,	4646	4864	8282	5151	5254	5070	6971	5163
110	,	4648	4864	7682	5155	5256	5468	6973	5157
111	,	4646	6466	8282	5155	5458	4862	7175	4951
112	,	4450	6466	8282	5151	5656	5458	6969	4351
113	,	4648	4662	7682	5151	3852	6062	0000	5157
114	,	4646	6266	8282	5155	5454	0000	7171	5157
115	,	4446	4864	7684	5151	5256	5466	6769	5157
116	,	4648	4864	8282	5151	5052	6268	6975	4557
117	,	4448	4864	8282	5151	5052	5462	7175	4557
118	,	4648	4864	7676	5163	5658	5466	7171	5163
119	,	4446	6068	8284	5155	5456	6068	6971	5151
120	,	4648	6062	7682	5155	5256	5862	6969	5157
121	,	4648	5862	7682	5155	5256	5458	6973	5157
122	,	4646	4860	8284	5151	5254	5862	6969	5151
