title Steller's sea lion														
Locus Hg6.3														
Locus Hg8.10														
Locus Pv11														
Locus PvcE														
Locus M11A														
Locus M2B														
Locus Hg1.3														
Locus Lw10														
Locus SSL15														
Locus Orr1														
Locus Lc28														
Locus Orr8														
Locus Hl4														
Pop														
1	,	8181	7474	7084	3434	5864	5660	5458	7179	8082	4856	6468	0000	4747
2	,	8181	7474	7082	3234	5666	5460	5456	7177	8282	4660	6464	5058	4547
3	,	8181	7274	8484	3638	5866	5460	5054	7171	8086	5658	6470	4856	4747
4	,	8181	7476	7082	3434	5866	5460	5454	7377	8282	5658	6468	4856	4347
5	,	8181	7476	7070	3434	5664	5862	5454	7177	8286	5858	4664	5658	4747
6	,	8181	7476	8282	3434	5666	5264	5454	7177	7880	5860	6464	5050	4547
7	,	8181	7476	7070	3434	6666	5466	5054	7171	8282	5258	6470	4656	4547
8	,	8181	7272	7084	3436	6264	5458	5054	6973	8282	5656	6468	4856	4749
9	,	8181	7476	7084	3434	5656	5456	5054	7171	8282	5858	6868	4856	4151
10	,	8181	7274	7082	3434	6668	5662	5454	7377	8082	5660	6870	4854	5153
11	,	8181	7474	7084	3438	6464	5460	5460	7377	7882	5658	6870	4850	4751
12	,	8183	7474	7084	3434	5666	5458	5454	7177	8082	6060	7070	4650	4347
13	,	8181	7474	7082	3434	6266	5260	5454	7377	8282	5658	6872	4650	5151
14	,	8181	7474	7084	3436	6666	5860	5054	7171	8082	5858	6868	4854	4749
15	,	8181	7274	8284	3436	5662	5860	5254	7173	8082	5458	7070	5050	4551
16	,	7781	7476	8486	3434	5656	5260	5054	7173	8082	4656	6868	5054	4547
17	,	8181	7272	7084	3434	5666	5858	5054	7173	8282	4658	6870	4658	4343
18	,	8181	7474	7070	3434	5660	5658	5656	7173	8282	4648	6870	5050	4351
19	,	8181	7474	7084	3436	6264	5860	5454	7171	8082	4654	4670	5656	4753
20	,	8181	7476	7084	3436	5862	5460	5458	7777	8282	4852	6870	4648	4351
21	,	7781	7274	7084	3436	5862	5258	5052	7171	8082	5858	6470	5458	4751
22	,	8181	7276	7070	3438	5864	5454	5458	7777	8282	4858	6468	4658	5151
23	,	8181	7274	7082	3434	5666	5460	5454	7173	8282	5858	6464	5058	4747
24	,	8181	7474	7082	3434	5664	5454	5054	7171	8282	5656	6470	4646	4347
25	,	8181	7476	7084	3438	5664	5454	5458	7171	7882	5058	6464	4656	4747
26	,	8181	7476	7084	3434	5666	5460	5254	7171	8086	5860	6870	5656	4351
27	,	8181	7474	7082	3436	6264	5260	5454	7173	8082	5858	4670	5658	4749
28	,	8183	7274	8284	3438	6064	5460	5054	7173	8282	5458	6868	4850	4751
29	,	8181	7474	7082	3638	5656	5252	5050	7177	8082	4658	6468	4858	4351
30	,	8181	7274	8284	3438	5658	5858	5456	7177	8082	4648	7070	4856	4753
31	,	8181	7274	7082	3438	5666	5458	5454	6771	8082	4848	6464	4650	4751
32	,	8181	7676	7070	3438	5662	6060	5458	7173	8082	5860	6868	4850	4747
33	,	8181	7276	0000	3638	6262	6060	5454	7177	8082	5456	6868	5050	4551
34	,	8181	7474	7084	3636	5858	5658	5054	7173	8282	4858	6470	4856	4751
35	,	8185	7276	7070	3434	6264	5858	5454	7171	8082	4858	6870	4650	4951
36	,	8181	7474	8284	3438	5662	5462	5256	7171	7882	5858	6870	4850	4747
37	,	7781	7274	7084	3436	6264	5466	5454	7171	8286	4858	4646	4850	4751
38	,	8181	7474	7082	3236	5864	5460	5054	7171	7880	4658	4668	4650	4351
39	,	8181	7474	7070	3436	6264	5458	5054	7171	8082	5858	6468	4648	4347
40	,	8181	7272	7070	3436	5658	5458	5454	7171	8282	5660	6464	4656	4347
41	,	8181	7274	7084	3238	6470	5454	5052	7171	8082	5858	6468	5058	4747
42	,	8183	7476	7070	3838	5658	6060	5052	7173	8282	5660	6472	4648	4347
43	,	8183	7474	7070	3442	6062	6060	5460	7173	8082	5460	4672	4656	4547
44	,	8181	7474	7084	3438	5662	6062	5454	7171	8080	5860	6870	4854	4347
45	,	8181	7272	7082	3838	6262	5460	5056	7171	8082	5858	6870	4856	4547
46	,	8181	7476	7082	3434	5656	5456	5054	7377	8282	5658	6868	5058	4347
47	,	8181	7474	8484	3234	5660	5460	5054	7171	8080	4660	7070	4856	4751
48	,	8181	7474	7070	3238	6060	5460	5054	7171	8282	4660	6464	4848	4347
49	,	8181	7474	8282	3636	5864	6466	5054	7171	8082	5860	6870	4850	4343
50	,	8181	7276	8282	3434	5658	6060	5054	7177	8082	4858	6868	4848	4751
51	,	8181	7476	7082	3434	5862	5260	5052	7173	8282	4658	6468	4850	4347
52	,	8183	7274	7084	3236	6270	5456	5456	7177	8086	4658	7070	4646	4747
53	,	8181	7474	7070	3436	5658	5860	5054	7177	8082	5860	6468	4856	4751
54	,	8181	7476	7084	3434	5858	5660	5454	7177	8080	5656	4664	4850	4547
55	,	7781	7474	7082	3436	6264	5252	5456	7171	8080	4856	0000	0000	0000
56	,	8181	7474	7082	3434	5864	5460	5454	7177	8080	4848	7070	4048	4547
57	,	7783	7476	8284	3638	5658	5664	5456	7171	7880	6060	6868	4850	4553
58	,	7781	7474	7070	3434	5656	5656	5050	7171	8082	4656	6868	5056	4351
59	,	7781	7474	7082	3438	5666	6066	5456	7171	8082	4656	6868	4658	4751
60	,	8181	7676	7084	3436	6066	6064	5050	7177	8282	4858	4668	4858	4751
61	,	0000	7476	7070	3636	5658	5454	5054	7173	8080	5660	6468	4850	4747
